username,content,timestamp,link,comments,retweets,likes,quotes
@RBonner_,This is crazy talk! Sane people know the truth&#44; the government uses the flu shot to inject the tracking device! realfarmacy.com/johns-hopkin…,"Oct 22, 2014 · 11:02 PM UTC",/RBonner_/status/525059709041012736#m,0,0,0,0
@Saraahhmariie,hahahahaha people really believe that the government puts tracking devices in vaccines to provide rudimentary data,"Mar 24, 2014 · 2:32 AM UTC",/Saraahhmariie/status/447924003475165184#m,0,0,1,0
